Date,High,Volume,Marketcap
2020-01-01 23:59:59,0.0341963181294,11329574.4676932,431344660.351475
2020-01-02 23:59:59,0.0339726967622,10238184.5108509,418637264.833287
2020-01-03 23:59:59,0.0349303451518,13517005.7585763,442431385.179958
2020-01-04 23:59:59,0.0348913071207,9840614.46778518,443474510.380264
2020-01-05 23:59:59,0.0353369537564,7626232.69826218,443334280.939918
2020-01-06 23:59:59,0.0365426878753,10044474.8609006,468610085.588146
2020-01-07 23:59:59,0.0383777393589,5271186.64398453,491118608.743279
2020-01-08 23:59:59,0.0418652816945,6041244.6644258,517352135.128411
2020-01-09 23:59:59,0.0403102148328,11042954.4516196,499522797.133672
2020-01-10 23:59:59,0.0404585264378,15037914.5556443,522561588.502105
2020-01-11 23:59:59,0.0411117115008,15910131.1567766,520742850.287546
2020-01-12 23:59:59,0.0413272415625,15933826.55973,532860818.011418
2020-01-13 23:59:59,0.0414947915525,7392187.85085963,534965139.923822
2020-01-14 23:59:59,0.0438929671666,6228652.04392862,568272781.408049
2020-01-15 23:59:59,0.0458261188444,11692085.8011157,593685587.112446
2020-01-16 23:59:59,0.0461543096434,16061791.5343543,601738282.130133
2020-01-17 23:59:59,0.0472077604222,19425074.9438755,616071499.894206
2020-01-18 23:59:59,0.0554525892353,9781479.23462122,618421583.746872
2020-01-19 23:59:59,0.0484446783311,8578536.4475494,606065742.500815
2020-01-20 23:59:59,0.047604802951,16776457.1286765,616320011.833771
2020-01-21 23:59:59,0.0476950008163,18718214.2397366,622597062.491485
2020-01-22 23:59:59,0.0482757704647,16110724.4546329,633817774.358039
2020-01-23 23:59:59,0.0482140600537,12561724.3192482,613645367.672776
2020-01-24 23:59:59,0.0471279014342,19098843.1220557,616352520.423303
2020-01-25 23:59:59,0.046740780348,18470753.407433,610187094.609903
2020-01-26 23:59:59,0.0474971826519,10759313.1171693,628947190.104262
2020-01-27 23:59:59,0.0494384685582,10449071.1365396,652267960.311285
2020-01-28 23:59:59,0.0523693026112,10067207.5292913,696455551.747421
2020-01-29 23:59:59,0.0535440364404,6290559.00819199,693791249.876364
2020-01-30 23:59:59,0.0531054089994,4999481.99618299,706420685.985124
2020-01-31 23:59:59,0.0536012658961,5277591.35733577,712735456.902802
2020-02-01 23:59:59,0.054128762973,3654612.51981092,705302710.315851
2020-02-02 23:59:59,0.05520103519,14742141.8246263,727200101.424942
2020-02-03 23:59:59,0.0552788022481,10608955.4233737,719847411.057545
2020-02-04 23:59:59,0.0562193275666,15316509.150828,752775701.380968
2020-02-05 23:59:59,0.0587947563003,23670041.9137299,785363042.335552
2020-02-06 23:59:59,0.0594864381671,18881271.9410747,796639820.931756
2020-02-07 23:59:59,0.0597027745726,19060486.1661012,801063865.060177
2020-02-08 23:59:59,0.059539113295,12449261.9552778,804916321.661301
2020-02-09 23:59:59,0.0619519326735,19795985.0147104,836232502.382101
2020-02-10 23:59:59,0.0677833604157,22275328.7069882,823509311.91252
2020-02-11 23:59:59,0.0629738576692,20457660.9534572,850351764.01533
2020-02-12 23:59:59,0.0645044363062,13533523.8792134,875894822.549093
2020-02-13 23:59:59,0.0670849605661,9614061.41210718,904481513.224823
2020-02-14 23:59:59,0.0872808525292,29073233.8003043,948046400.758999
2020-02-15 23:59:59,0.0713326693498,23132336.1517161,857752411.509435
2020-02-16 23:59:59,0.0652897803878,18574389.7662533,851068312.860834
2020-02-17 23:59:59,0.0625414225941,23772983.5679299,797792827.578205
2020-02-18 23:59:59,0.062105418591,21652630.274957,850252319.101771
2020-02-19 23:59:59,0.0626657682511,20608557.719287,825453260.788849
2020-02-20 23:59:59,0.0608129876959,16910849.2932196,797631547.456112
2020-02-21 23:59:59,0.0590427008816,25833187.3762642,808726407.996479
2020-02-22 23:59:59,0.0597801390416,38839904.8342711,814860540.287788
2020-02-23 23:59:59,0.0620651013899,31065964.8080081,853363548.049844
2020-02-24 23:59:59,0.0627672574024,22774495.1090642,830180697.610564
2020-02-25 23:59:59,0.0605958366312,20985544.815686,817106579.579784
2020-02-26 23:59:59,0.0593338818339,17364234.5325379,733000834.744486
2020-02-27 23:59:59,0.0544520546541,5785828.26136641,740949090.779307
2020-02-28 23:59:59,0.0544074548145,12937109.0352711,736801327.841805
2020-02-29 23:59:59,0.0543384344506,16695204.3414781,723320621.255632
2020-03-01 23:59:59,0.0540193332272,16135029.0583095,731917787.692052
2020-03-02 23:59:59,0.0557612237833,17098421.3923636,761159288.373387
2020-03-03 23:59:59,0.0576481502551,8697814.89678763,781658919.390515
2020-03-04 23:59:59,0.0576628250134,9924382.13260805,783224961.033965
2020-03-05 23:59:59,0.0585148269194,16964757.6680297,814557421.29238
2020-03-06 23:59:59,0.0582616314954,8107906.41645104,808707031.148077
