Date,High,Volume,Marketcap
2020-10-05 23:59:59,55.11235847,0.0,89128128.86084658
2020-10-06 23:59:59,53.40227002,583091.4597628,71011441.25451232
2020-10-07 23:59:59,42.40831364,682834.18632335,67130036.89981823
2020-10-08 23:59:59,44.90251114,1658816.92260445,220265142.10956785
2020-10-09 23:59:59,47.56953274,815537.6607835,235632208.16269895
2020-10-10 23:59:59,51.4056548,1074627.02770495,247288428.7561697
2020-10-11 23:59:59,51.45337431,692150.60094118,249940843.43242228
2020-10-12 23:59:59,54.42141763,1354836.06481028,262915666.29307267
2020-10-13 23:59:59,57.48190422,1386221.2066711,257307050.4308017
2020-10-14 23:59:59,57.85394649,3132405.42216768,258274392.50811112
2020-10-15 23:59:59,52.08068541,5883146.06280652,221547139.10727772
2020-10-16 23:59:59,43.90673033,52855204.93631293,365071463.27992666
2020-10-17 23:59:59,43.07737327,43339687.2478275,382367032.26402897
2020-10-18 23:59:59,41.7494876,40441163.45662788,376635994.1363743
2020-10-19 23:59:59,40.9951837,49289896.51123791,332872221.1838187
2020-10-20 23:59:59,36.31907005,60632325.59383004,297449169.45201
2020-10-21 23:59:59,37.07820274,43831234.96273086,324997301.45456576
2020-10-22 23:59:59,39.85692062,54717366.37734977,402396251.49084926
2020-10-23 23:59:59,42.54665591,76081859.91147137,445257057.9715303
2020-10-24 23:59:59,42.43970617,57658170.2946863,421421064.2790179
2020-10-25 23:59:59,40.92850939,43970451.95984127,404862645.1741443
2020-10-26 23:59:59,39.16386433,50307222.85474928,384880121.63162833
2020-10-27 23:59:59,38.86918184,58581307.85370107,372464564.3579749
2020-10-28 23:59:59,35.56402236,60533866.82608766,346002819.346564
2020-10-29 23:59:59,33.1554836,66304785.64501483,310800760.62242234
2020-10-30 23:59:59,31.98077334,77280723.5890018,350090548.37008536
2020-10-31 23:59:59,32.90016101,58631071.60696922,333516029.29639417
2020-11-01 23:59:59,31.0670602,49568339.15865809,345465544.0019291
2020-11-02 23:59:59,33.92358529,87180146.47242028,335349717.5105502
2020-11-03 23:59:59,30.06291681,56775011.59564292,316455541.5979732
2020-11-04 23:59:59,28.4330692,50464690.5101932,313021334.56848735
2020-11-05 23:59:59,32.3030396,85212411.64251429,350205472.9254519
2020-11-06 23:59:59,40.76907497,147304661.0003733,435876358.2493624
2020-11-07 23:59:59,51.42799241,200580053.60534415,507707213.1975601
2020-11-08 23:59:59,54.78636021,174706008.6468665,613014913.9174644
2020-11-09 23:59:59,58.36411095,386011347.7491519,626843328.1215719
2020-11-10 23:59:59,70.30982523,433793206.4967589,780700254.0603075
2020-11-11 23:59:59,68.77859822,354136841.3455583,638025534.6074319
2020-11-12 23:59:59,59.61831483,244505561.5470832,603421827.5595561
2020-11-13 23:59:59,66.12366042,318852071.2420879,743396746.1819518
2020-11-14 23:59:59,68.37704309,243698854.74567783,786814070.8942633
2020-11-15 23:59:59,71.17455519,258275517.09982908,754769242.984942
2020-11-16 23:59:59,74.0423007,252527244.6746781,843863117.2246927
2020-11-17 23:59:59,79.56212338,310951195.4893777,923384720.0462722
2020-11-18 23:59:59,79.21050482,291394550.7946071,887327038.570436
2020-11-19 23:59:59,80.73120239,275294182.28090847,895838057.7896098
2020-11-20 23:59:59,82.17322523,260578165.49533343,888309702.5449907
2020-11-21 23:59:59,76.89173349,237984829.20010588,833647262.7056857
2020-11-22 23:59:59,74.6597895,209068686.3780854,811198457.4282078
2020-11-23 23:59:59,73.77057074,220212896.1199827,852034424.5073861
2020-11-24 23:59:59,74.38013135,193004081.17873785,792032288.2378324
2020-11-25 23:59:59,67.45255654,154888752.21671736,733874939.2967753
